('110557', ['204084', '154277'])
('19212', ['49310', '90842'])
('4495', ['92977', '17922'])
('70607', ['156380', '51616'])
('4493', ['65985', '51616'])
('162651', ['7862', '88653'])
('2660', ['11957', '129932'])
('48180', ['69958', '35805'])
('722', ['52408', '76463'])
('138537', ['145111', '143397'])
('86789', ['103900', '66336'])
('163521', ['180620', '112840'])
('216038', ['16388', '126863'])
('168714', ['31584', '92977'])
('71808', ['51154', '74482'])
('86782', ['3698', '144319'])
('202761', ['110557', '261374'])
('44406', ['113355', '58221'])
('189972', ['193519', '70560'])
('58276', ['34723', '119460'])
('14609', ['74167', '22464'])
('11896', ['97525', '58221'])
('11897', ['204084', '42833'])
('11890', ['104071', '62152'])
('33782', ['53407', '64858'])
('106604', ['136837', '85657'])
('196431', ['30776', '124077'])
('38667', ['230479', '23692'])
('164381', ['161151', '16077'])
('164382', ['33245', '76463'])
('20189', ['85456', '46228'])
('91053', ['90785', '71980'])
('70464', ['96977', '93137'])
('102044', ['67537', '131114'])
('13033', ['18095', '124735'])
('61852', ['113355', '58221'])
('18724', ['3261', '69121'])
('11096', ['94783', '36771'])
('37804', ['63023', '24883'])
('89635', ['15299', '67237'])
('108556', ['24587', '64373'])
('238630', ['234178', '155213'])
('71738', ['126873', '4651'])
('78600', ['50377', '90737'])
('11099', ['23555', '110341'])
('62066', ['44648', '133746'])
('54159', ['49413', '111156'])
('28781', ['71987', '46468'])
('54150', ['124770', '13154'])
('3160', ['3720', '7517'])
('33875', ['205696', '189219'])
('94523', ['60263', '50377'])
('20235', ['13367', '4072'])
('94521', ['22464', '16927'])
('139843', ['95385', '120123'])
('20232', ['65821', '80709'])
('83672', ['76882', '104815'])
('83671', ['168009', '221694'])
('40720', ['24883', '54413'])
('67655', ['24587', '62044'])
('69535', ['2437', '3259'])
('129471', ['2915', '14299'])
('118451', ['440', '150917'])
('66838', ['71430', '149380'])
('66299', ['3720', '53926'])
('220289', ['97209', '701'])
('66525', ['170115', '192492'])
('188522', ['92396', '49735'])
('49001', ['227817', '96970'])
('128091', ['201152', '113355'])
('27638', ['132641', '17251'])
('138242', ['226923', '158219'])
('132107', ['3613', '160193'])
('97952', ['50157', '88653'])
('97950', ['10457', '81005'])
('97957', ['19272', '45408'])
('213632', ['227817', '207935'])
('135329', ['52825', '149594'])
('250021', ['210257', '39748'])
('163876', ['158167', '163521'])
('85016', ['18099', '15228'])
('191986', ['203905', '70905'])
('134055', ['88653', '54219'])
('207843', ['90723', '155281'])
('207842', ['131114', '85707'])
('136286', ['27489', '111060'])
('47187', ['79034', '124449'])
('77427', ['7517', '145111'])
('126446', ['16384', '147124'])
('155281', ['121086', '65985'])
('48103', ['113354', '78315'])
('69903', ['77593', '90677'])
('111699', ['248566', '178944'])
('95924', ['23692', '77442'])
('123014', ['23365', '69958'])
('119067', ['9755', '68741'])
('206469', ['169300', '97922'])
('39209', ['12351', '198805'])
('50383', ['92087', '34462'])
('187184', ['110557', '208304'])
('50386', ['115956', '7530'])
('84633', ['96932', '72035'])
('35776', ['160193', '79034'])
('50433', ['169401', '224956'])
('50432', ['113355', '58221'])
('19099', ['18693', '84522'])
('223261', ['131114', '147124'])
('16512', ['28158', '2702'])
('220081', ['19751', '44691'])
('74484', ['21446', '26561'])
('16043', ['68442', '40980'])
('97992', ['164147', '158483'])
('103959', ['78385', '45408'])
('22693', ['70612', '40827'])
('122854', ['154277', '6978'])
('6633', ['69044', '110557'])
('149944', ['138582', '1086'])
('68061', ['35168', '97450'])
('161262', ['16382', '156658'])
('259706', ['141506', '13769'])
('100602', ['101106', '194754'])
('120663', ['67453', '44691'])
('219545', ['100206', '109057'])
('100605', ['7862', '51616'])
('154888', ['8145', '52707'])
('177785', ['68713', '65299'])
('160598', ['108207', '123194'])
('110929', ['110557', '154277'])
('130856', ['110557', '208304'])
('50650', ['46203', '85707'])
('187231', ['89977', '178733'])
('151549', ['92396', '58221'])
('127714', ['239000', '111093'])
('61216', ['206469', '28103'])
('82690', ['101263', '58221'])
('65717', ['8879', '245187'])
('19542', ['6377', '17839'])
('19543', ['111008', '71936'])
('184524', ['162721', '92977'])
('58144', ['139977', '68731'])
('227688', ['108005', '104054'])
('141319', ['53485', '44691'])
('22070', ['153267', '100943'])
('114466', ['178944', '12672'])
('2322', ['79980', '4847'])
('120593', ['182583', '80208'])
('209469', ['51912', '22217'])
('114460', ['20004', '65189'])
('215795', ['5840', '224043'])
('1959', ['8216', '100534'])
('69382', ['90762', '46275'])
('69381', ['65551', '77320'])
('13639', ['13939', '64891'])
('104297', ['70362', '13794'])
('104292', ['6924', '133158'])
('201115', ['177123', '117054'])
('201116', ['131984', '153039'])
('103792', ['69121', '5264'])
('97787', ['70362', '18219'])
('75732', ['52463', '162033'])
('3768', ['114471', '16927'])
('135224', ['69958', '146273'])
('253874', ['187299', '53005'])
('264311', ['6091', '141506'])
('17390', ['11159', '63154'])
('249717', ['52825', '176403'])
('94322', ['262398', '93684'])
('99870', ['97209', '20220'])
('60299', ['131119', '162912'])
('43665', ['151382', '63276'])
('99874', ['134189', '52825'])
('13552', ['100701', '10165'])
('94601', ['11910', '61885'])
('2495', ['49756', '50648'])
('90522', ['90748', '94952'])
('90521', ['96565', '94193'])
('167632', ['12253', '5826'])
('63921', ['17957', '180620'])
('104071', ['52825', '37380'])
('19896', ['80709', '18724'])
('80671', ['90365', '83078'])
('93335', ['88653', '238575'])
('7899', ['43047', '46275'])
('57603', ['5840', '117986'])
('7897', ['12059', '7772'])
('7894', ['36663', '126651'])
('7893', ['68817', '45204'])
('56289', ['64779', '7049'])
('169807', ['124077', '78620'])
('17022', ['14568', '189882'])
('97432', ['161498', '13193'])
('116018', ['67219', '65216'])
('60032', ['180207', '131114'])
('60033', ['64779', '5729'])
('172005', ['106556', '81256'])
('120848', ['21434', '60232'])
('53831', ['69825', '97670'])
('90789', ['27881', '19391'])
('80679', ['33217', '126632'])
('185925', ['189148', '99239'])
('53385', ['11941', '94543'])
('53838', ['116191', '96932'])
('141190', ['248566', '170117'])
('90780', ['124618', '65182'])
('90734', ['90762', '98193'])
('90785', ['121086', '53122'])
('140405', ['18105', '61418'])
('80916', ['210767', '236828'])
('80699', ['30458', '10247'])
('210568', ['71626', '213054'])
('85405', ['15506', '204260'])
('85402', ['145916', '163796'])
('80123', ['50377', '24883'])
('135739', ['20602', '61851'])
('80121', ['49735', '58877'])
('246652', ['9466', '10247'])
('20530', ['180059', '230479'])
('48579', ['60777', '44671'])
('48578', ['82298', '7517'])
('122196', ['3259', '17405'])
('212554', ['101152', '108982'])
('83804', ['142530', '52852'])
('83806', ['57879', '7072'])
('15270', ['110557', '261374'])
('44671', ['15071', '84482'])
('44676', ['124720', '44691'])
('97723', ['53589', '133746'])
('12552', ['160193', '4735'])
('139030', ['23692', '77442'])
('46380', ['96090', '77061'])
('139032', ['151382', '202368'])
('80349', ['257119', '79454'])
('139035', ['177382', '42833'])
('48101', ['166228', '112217'])
('54438', ['119331', '51616'])
('80340', ['81005', '14299'])
('59601', ['2437', '18218'])
('15896', ['34462', '121086'])
('15725', ['19751', '61885'])
('59609', ['44691', '53245'])
('70818', ['110557', '208304'])
('123578', ['53488', '77049'])
('10558', ['94216', '61103'])
('123571', ['68978', '10874'])
('171209', ['38159', '176718'])
('101019', ['165316', '191463'])
('78455', ['1806', '49871'])
('121715', ['176403', '123498'])
('109613', ['80123', '177575'])
('63218', ['133358', '89866'])
('12808', ['62140', '158459'])
('54388', ['53738', '50988'])
('176277', ['247026', '160193'])
('12905', ['58221', '160193'])
('147313', ['38508', '39162'])
('59932', ['80220', '18311'])
('115785', ['44691', '53245'])
('59935', ['121769', '141490'])
('68465', ['115440', '154277'])
('111065', ['115575', '161151'])
('115789', ['14135', '68741'])
('97898', ['21412', '44036'])
('111060', ['136286', '206317'])
('104416', ['137853', '42280'])
('44094', ['53245', '218370'])
('159632', ['12592', '158459'])
('101689', ['1460', '99834'])
('133198', ['198849', '131114'])
('202398', ['191463', '78287'])
('44099', ['12858', '18935'])
('114922', ['170115', '119460'])
('95959', ['91454', '60430'])
('189978', ['54278', '197790'])
('189979', ['205411', '85493'])
('84462', ['51616', '64837'])
('68360', ['52130', '151958'])
('136875', ['111008', '20322'])
('112784', ['72264', '21446'])
('142492', ['84534', '123194'])
('142494', ['59559', '14502'])
('189977', ['210155', '17405'])
('143369', ['224043', '11075'])
('67824', ['147124', '8879'])
('67827', ['15051', '52825'])
('53582', ['74482', '115440'])
('52056', ['161152', '5840'])
('70973', ['205696', '67275'])
('40573', ['21446', '10247'])
('86191', ['52825', '37380'])
('97509', ['158219', '185813'])
('123456', ['13367', '68741'])
('11177', ['40838', '19537'])
('14415', ['19751', '48071'])
('66197', ['126863', '18714'])
('66195', ['15095', '90748'])
('66193', ['17387', '41017'])
('24536', ['18099', '85324'])
('66191', ['69958', '40980'])
('3303', ['236828', '95415'])
('91491', ['51616', '92396'])
('169907', ['224520', '139159'])
('8483', ['52916', '44610'])
('109833', ['66900', '164147'])
('76144', ['18374', '110557'])
('164174', ['10586', '164147'])
('234546', ['215968', '25194'])
('207614', ['128039', '138943'])
('53054', ['145111', '90849'])
('164788', ['135421', '3280'])
('77545', ['4042', '4751'])
('140734', ['8033', '242047'])
('73647', ['9466', '186264'])
('71082', ['191734', '103946'])
('114254', ['92977', '67587'])
('60752', ['61103', '167732'])
('230658', ['233711', '150168'])
('118583', ['37385', '15782'])
('5633', ['9447', '12705'])
('229327', ['161313', '163708'])
('88977', ['44963', '124596'])
('174771', ['97417', '180127'])
('79494', ['53926', '171029'])
('103726', ['42638', '12945'])
('91273', ['8449', '16382'])
TIEMPO: 610.294682026
('110557', ['204084', '154277'])
('114789', ['114073', '79969'])
('11543', ['94125', '103822'])
('126873', ['38371', '13195'])
('188751', ['237060', '170115'])
('217473', ['131114', '114073'])
('138582', ['65985', '155281'])
('89379', ['7607', '100556'])
('114073', ['116028', '20927'])
('165289', ['209434', '145885'])
('174951', ['240240', '231842'])
('36606', ['105142', '7517'])
('127364', ['245555', '191463'])
('132642', ['69958', '132640'])
('132640', ['132642', '108476'])
('132641', ['122082', '112063'])
('51262', ['71820', '180620'])
('19391', ['90748', '125416'])
('104540', ['43047', '12523'])
('155639', ['121800', '127520'])
('127479', ['170115', '103692'])
('261927', ['70264', '158388'])
('82441', ['127714', '6342'])
('61173', ['139599', '16077'])
('241671', ['136508', '110557'])
('127474', ['185622', '104054'])
('53901', ['139283', '54055'])
('120121', ['4072', '94783'])
('120123', ['260851', '159898'])
('120436', ['28271', '106427'])
('266040', ['240425', '60323'])
('151958', ['90677', '119255'])
('118090', ['62403', '84633'])
('101499', ['58221', '160193'])
('235380', ['11149', '165640'])
('151956', ['219991', '261374'])
('166152', ['101085', '149594'])
('88392', ['154277', '12832'])
('46134', ['92977', '11789'])
('135030', ['204059', '192226'])
('198954', ['58952', '68833'])
('198955', ['42280', '145111'])
('177642', ['260851', '162033'])
('252567', ['79882', '70903'])
('191463', ['155102', '161313'])
('231960', ['220026', '239895'])
('165823', ['100002', '70362'])
('25288', ['213246', '189219'])
('144338', ['11766', '118480'])
('25282', ['119616', '93656'])
('25281', ['121267', '40980'])
('272', ['67376', '36771'])
('274', ['15455', '19542'])
('117251', ['40323', '163796'])
('51845', ['68605', '100058'])
('11548', ['76463', '94216'])
('117529', ['90854', '12836'])
('182453', ['119460', '186918'])
('117418', ['69958', '86210'])
('97331', ['13281', '77910'])
('167447', ['177123', '45408'])
('64674', ['138586', '15047'])
('100014', ['16927', '15713'])
('246948', ['236828', '34462'])
('17251', ['51616', '15399'])
('52463', ['64779', '164878'])
('119861', ['64225', '6316'])
('17256', ['100943', '178108'])
('53738', ['81296', '77909'])
('124232', ['73533', '15399'])
('121521', ['100206', '97964'])
('63023', ['14923', '16004'])
('10700', ['9425', '40573'])
('191681', ['196212', '18714'])
('9521', ['4214', '11359'])
('9250', ['114471', '100943'])
('9523', ['234638', '220237'])
('24883', ['2437', '8879'])
('141510', ['50981', '88214'])
('247467', ['18935', '207010'])
('49564', ['155541', '2702'])
('152530', ['170032', '85710'])
('49560', ['34330', '17922'])
('106472', ['61675', '85253'])
('84120', ['51616', '69557'])
('141514', ['16077', '4020'])
('85353', ['96624', '108086'])
('81754', ['108005', '116726'])
('64905', ['50909', '58820'])
('154277', ['99910', '193519'])
('69178', ['63436', '205669'])
('64459', ['71820', '170106'])
('26029', ['18219', '13664'])
('250774', ['38875', '161494'])
('204642', ['55791', '77442'])
('159756', ['123321', '123402'])
('44799', ['152939', '69320'])
('210794', ['114541', '96090'])
('107887', ['69557', '15811'])
('128126', ['65985', '121697'])
('202566', ['6214', '218202'])
('44245', ['9386', '126863'])
('22877', ['18164', '13694'])
('58079', ['82298', '133790'])
('37798', ['155687', '186811'])
('200706', ['204084', '60624'])
('58071', ['166906', '186918'])
('223444', ['8449', '68605'])
('38503', ['46228', '253414'])
('38506', ['85710', '79980'])
('68173', ['97417', '101085'])
('84691', ['206469', '16077'])
('38508', ['90084', '16077'])
('48898', ['125616', '178505'])
('94158', ['43047', '53328'])
('211553', ['11149', '43919'])
('162101', ['83797', '12836'])
('99197', ['81046', '17405'])
('90319', ['190321', '10165'])
('70669', ['44648', '67367'])
('66302', ['31590', '1225'])
('71287', ['100943', '5840'])
('71829', ['8728', '98117'])
('53276', ['28158', '160193'])
('71288', ['100058', '106778'])
('71820', ['17970', '26422'])
('68281', ['53375', '8967'])
('23959', ['88653', '138582'])
('187499', ['192085', '167471'])
('68288', ['14726', '151382'])
('236924', ['239940', '189219'])
('242212', ['220237', '227817'])
('172941', ['47946', '3720'])
('261929', ['89171', '20265'])
('160140', ['224956', '158125'])
('114825', ['19151', '151517'])
('188967', ['3720', '45524'])
('110954', ['65182', '21389'])
('70488', ['68605', '115960'])
('183672', ['220081', '70003'])
('83472', ['14705', '112840'])
('258948', ['236828', '21844'])
('52242', ['69723', '110831'])
('18707', ['38159', '18893'])
('142770', ['101085', '100299'])
('54176', ['18219', '112840'])
('71750', ['104102', '100943'])
('18709', ['253412', '141723'])
('226782', ['240401', '186918'])
('89611', ['68099', '51154'])
('79390', ['60864', '50554'])
('94543', ['119428', '188967'])
('91065', ['151834', '166906'])
('62088', ['18219', '52970'])
('94546', ['22058', '68136'])
('17825', ['21844', '168018'])
('62081', ['94443', '70362'])
('129457', ['125203', '49041'])
('87108', ['20906', '180373'])
('6761', ['142530', '150917'])
('156653', ['100762', '13029'])
('99730', ['38867', '74652'])
('29382', ['170466', '139879'])
('27571', ['210257', '88653'])
('156658', ['180620', '196257'])
('169151', ['63734', '37954'])
('29819', ['64779', '91947'])
('137862', ['23692', '54370'])
('156380', ['15776', '4072'])
('29766', ['67275', '52290'])
('83614', ['197790', '160193'])
('68824', ['13195', '119331'])
('242819', ['94632', '20501'])
('94849', ['137035', '86603'])
('182931', ['63734', '100943'])
('225784', ['31981', '53186'])
('103392', ['53440', '778'])
('138102', ['26782', '113354'])
('97931', ['17540', '77316'])
('193170', ['53485', '3720'])
('183083', ['1225', '95220'])
('196417', ['16077', '161494'])
('178450', ['247047', '22464'])
('31231', ['75499', '11910'])
('174137', ['49344', '115071'])
('178108', ['52463', '70415'])
('79534', ['160193', '16503'])
('79537', ['70563', '13359'])
('72702', ['250838', '85881'])
('76882', ['100943', '133746'])
('79849', ['70003', '18219'])
('195805', ['5840', '104440'])
('207861', ['43276', '139806'])
('3435', ['16077', '44233'])
('105824', ['21434', '49605'])
('12832', ['26029', '6377'])
('12836', ['5840', '912'])
